Measurement,,Time,Potential,Current,Charge,CR,ReadingStatus
Chronoamperometry,0,0.0,0.0,-24.647288,0.0,10mA,Underload
Chronoamperometry,1,5.0,0.0,-22.751344,-118.49658,10mA,Underload
Chronoamperometry,2,10.0,0.0,-21.803369999999997,-229.88336499999997,10mA,Underload
Chronoamperometry,3,15.0,0.0,-21.518978,-338.18923499999994,1mA,Underload
Chronoamperometry,4,20.0,0.0,-20.7606,-443.8881799999999,1mA,Underload
Chronoamperometry,5,25.0,0.0,-20.002222,-545.7952349999999,1mA,Underload
Chronoamperometry,6,30.0,0.0,-18.713662,-642.584945,100uA,OK
Chronoamperometry,7,35.0,0.0,-17.379656,-732.81824,100uA,OK
Chronoamperometry,8,40.0,0.0,-15.265913999999999,-814.4321649999999,100uA,OK
Chronoamperometry,9,45.0,0.0,-9.610479999999999,-876.6231499999999,100uA,Underload
Chronoamperometry,10,50.0,0.0,11.019641,-873.1002474999999,100uA,Underload
Chronoamperometry,11,55.0,0.0,10.549921,-819.1763424999999,100uA,Underload
Chronoamperometry,12,60.0,0.0,10.572467,-766.3703724999999,10uA,OK
Chronoamperometry,13,65.0,0.0,10.669229999999999,-713.26613,10uA,OK
Chronoamperometry,14,70.0,0.0,10.729353999999999,-659.76967,10uA,OK
Chronoamperometry,15,75.0,0.0,10.889059,-605.7236375,10uA,OK
Chronoamperometry,16,80.0,0.0,10.998033999999999,-551.005905,10uA,OK
Chronoamperometry,17,85.0,0.0,11.099494,-495.762085,10uA,OK
Chronoamperometry,18,90.0,0.0,11.187801,-440.0438475,10uA,OK
Chronoamperometry,19,95.0,0.0,11.259198999999999,-383.9263475,10uA,OK
Chronoamperometry,20,100.0,0.0,11.299593999999999,-327.52936500000004,10uA,OK
Chronoamperometry,21,105.0,0.0,11.461179,-270.62743250000005,10uA,OK
Chronoamperometry,22,110.0,0.0,11.589882,-212.99978000000004,10uA,OK
Chronoamperometry,23,115.0,0.0,11.675371,-154.83664750000003,10uA,OK
Chronoamperometry,24,120.0,0.0,11.681947,-96.44335250000003,10uA,OK
Chronoamperometry,25,125.0,0.0,11.842592,-37.632005000000035,10uA,OK
Chronoamperometry,26,130.0,0.0,12.143212,22.33250499999997,10uA,OK
Chronoamperometry,27,135.0,0.0,12.757607,84.58455249999997,10uA,OK
Chronoamperometry,28,140.0,0.0,12.954889999999999,148.86579499999996,10uA,OK
Chronoamperometry,29,145.0,0.0,12.968041,213.67312249999998,10uA,OK
Chronoamperometry,30,150.0,0.0,13.235781999999999,279.18268,10uA,OK
Chronoamperometry,31,155.0,0.0,13.223569,345.3310575,10uA,OK
Chronoamperometry,32,160.0,0.0,13.358849,411.78710249999995,10uA,OK
Chronoamperometry,33,165.0,0.0,13.316574,478.47565999999995,10uA,OK
Chronoamperometry,34,170.0,0.0,13.228266999999999,544.8377624999999,10uA,OK
Chronoamperometry,35,175.0,0.0,13.544858,611.7705749999999,10uA,OK
Chronoamperometry,36,180.0,0.0,13.579616999999999,679.5817624999999,10uA,OK
Chronoamperometry,37,185.0,0.0,13.62565,747.5949299999999,10uA,OK
Chronoamperometry,38,190.0,0.0,13.705503,815.9228124999998,10uA,OK
Chronoamperometry,39,195.0,0.0,13.569282999999999,884.1097774999998,10uA,OK
Chronoamperometry,40,200.0,0.0,13.891511999999999,952.7617649999999,10uA,OK
Chronoamperometry,41,205.0,0.0,13.999547999999999,1022.4894149999998,10uA,OK
Chronoamperometry,42,210.0,0.0,13.956332999999999,1092.3791174999997,10uA,OK
Chronoamperometry,43,215.0,0.0,13.919694999999999,1162.0691874999998,10uA,OK
Chronoamperometry,44,220.0,0.0,14.023033999999999,1231.9260099999997,10uA,OK
Chronoamperometry,45,225.0,0.0,14.027731,1302.0529224999996,10uA,OK
Chronoamperometry,46,230.0,0.0,14.141402999999999,1372.4757574999996,10uA,OK
Chronoamperometry,47,235.0,0.0,14.096309999999999,1443.0700399999996,10uA,OK
Chronoamperometry,48,240.0,0.0,14.123553999999999,1513.6196999999995,10uA,OK
Chronoamperometry,49,245.0,0.0,14.176162999999999,1584.3689924999994,10uA,OK
Chronoamperometry,50,250.0,0.0,14.209982,1655.3343549999995,10uA,OK
Chronoamperometry,51,255.0,0.0,14.242861999999999,1726.4664649999995,10uA,OK
Chronoamperometry,52,260.0,0.0,14.24662,1797.6901699999994,10uA,OK
Chronoamperometry,53,265.0,0.0,14.256953999999999,1868.9491049999995,10uA,OK
Chronoamperometry,54,270.0,0.0,14.236286999999999,1940.1822074999995,10uA,OK
Chronoamperometry,55,275.0,0.0,14.194011999999999,2011.2579549999996,10uA,OK
Chronoamperometry,56,280.0,0.0,14.188376,2082.2139249999996,10uA,OK
Chronoamperometry,57,285.0,0.0,14.141402999999999,2153.0383724999997,10uA,OK
Chronoamperometry,58,290.0,0.0,14.12919,2223.7148549999997,10uA,OK
Chronoamperometry,59,295.0,0.0,14.116038,2294.3279249999996,10uA,OK
Chronoamperometry,60,300.0,0.0,14.132009,2364.9480424999997,10uA,OK
Chronoamperometry,61,305.0,0.0,14.089734,2435.5024,10uA,OK
Chronoamperometry,62,310.0,0.0,14.057793,2505.8712175,10uA,OK
Chronoamperometry,63,315.0,0.0,14.043700999999999,2576.1249525,10uA,OK
Chronoamperometry,64,320.0,0.0,14.04558,2646.3481549999997,10uA,OK
Chronoamperometry,65,325.0,0.0,14.515301,2717.7503574999996,10uA,OK
Chronoamperometry,66,330.0,0.0,14.601728999999999,2790.5429324999996,10uA,OK
Chronoamperometry,67,335.0,0.0,15.263095999999999,2865.2049949999996,10uA,OK
Chronoamperometry,68,340.0,0.0,30.952697999999998,2980.7444799999994,10uA,Overload
Chronoamperometry,69,345.0,0.0,303.834,3817.711224999999,100uA,Overload
Chronoamperometry,70,350.0,0.0,2156.164,9967.706224999998,1mA,OK
Chronoamperometry,71,355.0,0.0,1665.872,19522.796225,1mA,OK
Chronoamperometry,72,360.0,0.0,1423.191,27245.453725,1mA,OK
Chronoamperometry,73,365.0,0.0,1240.232,33904.011224999995,1mA,OK
Chronoamperometry,74,370.0,0.0,1132.5430000000001,39835.948724999995,1mA,OK
Chronoamperometry,75,375.0,0.0,1066.185,45332.768724999994,1mA,OK
Chronoamperometry,76,380.0,0.0,1022.293,50553.963724999994,1mA,OK
Chronoamperometry,77,385.0,0.0,986.081,55574.89872499999,1mA,OK
Chronoamperometry,78,390.0,0.0,965.32,60453.401224999994,1mA,OK
Chronoamperometry,79,395.0,0.0,948.2570000000001,65237.343725,1mA,OK
Chronoamperometry,80,400.0,0.0,934.701,69944.738725,1mA,OK
Chronoamperometry,81,405.0,0.0,923.041,74589.093725,1mA,OK
Chronoamperometry,82,410.0,0.0,912.708,79178.466225,1mA,OK
Chronoamperometry,83,415.0,0.0,904.46,83721.386225,1mA,OK
Chronoamperometry,84,420.0,0.0,897.256,88225.67622499999,1mA,OK
Chronoamperometry,85,425.0,0.0,890.715,92695.603725,1mA,OK
Chronoamperometry,86,430.0,0.0,884.268,97133.061225,1mA,OK
Chronoamperometry,87,435.0,0.0,878.865,101540.893725,1mA,OK
Chronoamperometry,88,440.0,0.0,872.988,105920.52622500001,1mA,OK
Chronoamperometry,89,445.0,0.0,867.963,110272.90372500001,1mA,OK
Chronoamperometry,90,450.0,0.0,861.802,114597.31622500002,1mA,OK
Chronoamperometry,91,455.0,0.0,856.019,118891.86872500002,1mA,OK
Chronoamperometry,92,460.0,0.0,851.184,123159.87622500001,1mA,OK
Chronoamperometry,93,465.0,0.0,846.8240000000001,127404.89622500002,1mA,OK
Chronoamperometry,94,470.0,0.0,843.316,131630.246225,1mA,OK
Chronoamperometry,95,475.0,0.0,839.998,135838.531225,1mA,OK
Chronoamperometry,96,480.0,0.0,837.913,140033.308725,1mA,OK
Chronoamperometry,97,485.0,0.0,833.268,144211.26122500002,1mA,OK
Chronoamperometry,98,490.0,0.0,828.812,148366.46122500004,1mA,OK
Chronoamperometry,99,495.0,0.0,822.082,152493.69622500002,1mA,OK
Chronoamperometry,100,500.0,0.0,819.143,156596.75872500002,1mA,OK
Chronoamperometry,101,505.0,0.0,818.1,160689.86622500003,1mA,OK
Chronoamperometry,102,510.0,0.0,816.109,164775.38872500003,1mA,OK
Chronoamperometry,103,515.0,0.0,787.575,168784.59872500002,1mA,OK
Chronoamperometry,104,520.0,0.0,799.4250000000001,172752.09872500002,1mA,OK
Chronoamperometry,105,525.0,0.0,811.464,176779.32122500002,1mA,OK
Chronoamperometry,106,530.0,0.0,807.388,180826.45122500003,1mA,OK
Chronoamperometry,107,535.0,0.0,804.26,184855.57122500002,1mA,OK
Chronoamperometry,108,540.0,0.0,802.269,188871.89372500003,1mA,OK
Chronoamperometry,109,545.0,0.0,799.7090000000001,192876.83872500004,1mA,OK
Chronoamperometry,110,550.0,0.0,796.202,196866.61622500003,1mA,OK
Chronoamperometry,111,555.0,0.0,794.78,200844.07122500002,1mA,OK
Chronoamperometry,112,560.0,0.0,791.367,204809.438725,1mA,OK
Chronoamperometry,113,565.0,0.0,768.9,208710.10622500003,1mA,OK
Chronoamperometry,114,570.0,0.0,775.062,212570.01122500002,1mA,OK
Chronoamperometry,115,575.0,0.0,772.597,216439.15872500002,1mA,OK
Chronoamperometry,116,580.0,0.0,770.986,220298.116225,1mA,OK
Chronoamperometry,117,585.0,0.0,768.047,224145.698725,1mA,OK
Chronoamperometry,118,590.0,0.0,763.4970000000001,227974.55872499998,1mA,OK
Chronoamperometry,119,595.0,0.0,761.696,231787.541225,1mA,OK
Chronoamperometry,120,600.0,0.0,758.4730000000001,235587.96372499998,1mA,OK
Chronoamperometry,121,605.0,0.0,758.378,239380.09122499998,1mA,OK
Chronoamperometry,122,610.0,0.0,757.335,243169.37372499998,1mA,OK
Chronoamperometry,123,615.0,0.0,754.775,246949.64872499998,1mA,OK
Chronoamperometry,124,620.0,0.0,754.586,250723.05122499997,1mA,OK
Chronoamperometry,125,625.0,0.0,754.965,254496.92872499998,1mA,OK
Chronoamperometry,126,630.0,0.0,753.7330000000001,258268.67372499997,1mA,OK
Chronoamperometry,127,635.0,0.0,753.3530000000001,262036.38872499997,1mA,OK
Chronoamperometry,128,640.0,0.0,753.3530000000001,265803.153725,1mA,OK
Chronoamperometry,129,645.0,0.0,750.0360000000001,269561.62622499996,1mA,OK
Chronoamperometry,130,650.0,0.0,748.424,273307.776225,1mA,OK
Chronoamperometry,131,655.0,0.0,749.6560000000001,277052.976225,1mA,OK
Chronoamperometry,132,660.0,0.0,748.14,280797.466225,1mA,OK
Chronoamperometry,133,665.0,0.0,734.963,284505.223725,1mA,OK
Chronoamperometry,134,670.0,0.0,734.015,288177.668725,1mA,OK
Chronoamperometry,135,675.0,0.0,732.972,291845.136225,1mA,OK
Chronoamperometry,136,680.0,0.0,734.299,295513.313725,1mA,OK
Chronoamperometry,137,685.0,0.0,730.5070000000001,299175.328725,1mA,OK
Chronoamperometry,138,690.0,0.0,727.474,302820.28122500004,1mA,OK
Chronoamperometry,139,695.0,0.0,727.663,306458.12372500007,1mA,OK
Chronoamperometry,140,700.0,0.0,725.578,310091.22622500005,1mA,OK
Chronoamperometry,141,705.0,0.0,723.208,313713.1912250001,1mA,OK
Chronoamperometry,142,710.0,0.0,721.691,317325.4387250001,1mA,OK
Chronoamperometry,143,715.0,0.0,720.08,320929.86622500006,1mA,OK
Chronoamperometry,144,720.0,0.0,718.468,324526.23622500006,1mA,OK
Chronoamperometry,145,725.0,0.0,716.288,328113.1262250001,1mA,OK
Chronoamperometry,146,730.0,0.0,702.258,331659.49122500006,1mA,OK
Chronoamperometry,147,735.0,0.0,703.206,335173.15122500004,1mA,OK
Chronoamperometry,148,740.0,0.0,702.542,338687.52122500003,1mA,OK
Chronoamperometry,149,745.0,0.0,701.594,342197.86122500006,1mA,OK
Chronoamperometry,150,750.0,0.0,700.741,345703.6987250001,1mA,OK
Chronoamperometry,151,755.0,0.0,696.475,349196.73872500006,1mA,OK
Chronoamperometry,152,760.0,0.0,695.053,352675.55872500007,1mA,OK
Chronoamperometry,153,765.0,0.0,693.631,356147.2687250001,1mA,OK
Chronoamperometry,154,770.0,0.0,693.2520000000001,359614.4762250001,1mA,OK
Chronoamperometry,155,775.0,0.0,691.83,363077.1812250001,1mA,OK
Chronoamperometry,156,780.0,0.0,691.735,366536.0937250001,1mA,OK
Chronoamperometry,157,785.0,0.0,690.124,369990.7412250001,1mA,OK
Chronoamperometry,158,790.0,0.0,688.323,373436.8587250001,1mA,OK
Chronoamperometry,159,795.0,0.0,686.616,376874.2062250001,1mA,OK
Chronoamperometry,160,800.0,0.0,685.763,380305.1537250001,1mA,OK
Chronoamperometry,161,805.0,0.0,684.72,383731.3612250001,1mA,OK
Chronoamperometry,162,810.0,0.0,682.256,387148.8012250001,1mA,OK
Chronoamperometry,163,815.0,0.0,676.378,390545.38622500014,1mA,OK
Chronoamperometry,164,820.0,0.0,676.947,393928.69872500014,1mA,OK
Chronoamperometry,165,825.0,0.0,676.7570000000001,397312.95872500015,1mA,OK
Chronoamperometry,166,830.0,0.0,659.22,400652.90122500015,1mA,OK
Chronoamperometry,167,835.0,0.0,653.9110000000001,403935.72872500017,1mA,OK
Chronoamperometry,168,840.0,0.0,658.6510000000001,407217.1337250002,1mA,OK
Chronoamperometry,169,845.0,0.0,660.547,410515.1287250002,1mA,OK
Chronoamperometry,170,850.0,0.0,659.789,413815.9687250002,1mA,OK
Chronoamperometry,171,855.0,0.0,657.6080000000001,417109.4612250002,1mA,OK
Chronoamperometry,172,860.0,0.0,656.091,420393.7087250002,1mA,OK
Chronoamperometry,173,865.0,0.0,655.902,423673.6912250002,1mA,OK
Chronoamperometry,174,870.0,0.0,654.67,426950.1212250002,1mA,OK
Chronoamperometry,175,875.0,0.0,658.556,430233.1862250002,1mA,OK
Chronoamperometry,176,880.0,0.0,648.508,433500.84622500016,1mA,OK
Chronoamperometry,177,885.0,0.0,659.03,436769.69122500013,1mA,OK
Chronoamperometry,178,890.0,0.0,658.461,440063.4187250001,1mA,OK
Chronoamperometry,179,895.0,0.0,655.712,443348.8512250001,1mA,OK
Chronoamperometry,180,900.0,0.0,642.251,446593.7587250001,1mA,OK
Chronoamperometry,181,905.0,0.0,646.043,449814.49372500007,1mA,OK
Chronoamperometry,182,910.0,0.0,646.991,453047.0787250001,1mA,OK
Chronoamperometry,183,915.0,0.0,646.612,456281.0862250001,1mA,OK
Chronoamperometry,184,920.0,0.0,645.8530000000001,459512.24872500007,1mA,OK
Chronoamperometry,185,925.0,0.0,645.19,462739.85622500005,1mA,OK
Chronoamperometry,186,930.0,0.0,657.798,465997.326225,1mA,OK
Chronoamperometry,187,935.0,0.0,654.67,469278.496225,1mA,OK
Chronoamperometry,188,940.0,0.0,652.489,472546.39372500003,1mA,OK
Chronoamperometry,189,945.0,0.0,650.404,475803.626225,1mA,OK
Chronoamperometry,190,950.0,0.0,648.2230000000001,479050.193725,1mA,OK
Chronoamperometry,191,955.0,0.0,645.8530000000001,482285.383725,1mA,OK
Chronoamperometry,192,960.0,0.0,644.242,485510.621225,1mA,OK
Chronoamperometry,193,965.0,0.0,643.673,488730.408725,1mA,OK
Chronoamperometry,194,970.0,0.0,643.104,491947.351225,1mA,OK
Chronoamperometry,195,975.0,0.0,641.493,495158.843725,1mA,OK
Chronoamperometry,196,980.0,0.0,640.734,498364.411225,1mA,OK
Chronoamperometry,197,985.0,0.0,640.8290000000001,501568.31872499996,1mA,OK
Chronoamperometry,198,990.0,0.0,641.113,504773.17372499994,1mA,OK
Chronoamperometry,199,995.0,0.0,643.104,507983.7162249999,1mA,OK
Chronoamperometry,200,1000.0,0.0,642.535,511197.8137249999,1mA,OK
Chronoamperometry,201,1005.0,0.0,641.398,514407.6462249999,1mA,OK
Chronoamperometry,202,1010.0,0.0,628.0310000000001,517581.2187249999,1mA,OK
Chronoamperometry,203,1015.0,0.0,625.567,520715.2137249999,1mA,OK
Chronoamperometry,204,1020.0,0.0,625.3770000000001,523842.5737249999,1mA,OK
Chronoamperometry,205,1025.0,0.0,626.61,526972.5412249999,1mA,OK
Chronoamperometry,206,1030.0,0.0,627.558,530107.961225,1mA,OK
Chronoamperometry,207,1035.0,0.0,626.989,533244.328725,1mA,OK
Chronoamperometry,208,1040.0,0.0,626.989,536379.273725,1mA,OK
Chronoamperometry,209,1045.0,0.0,625.662,539510.9012249999,1mA,OK
Chronoamperometry,210,1050.0,0.0,624.0500000000001,542635.181225,1mA,OK
Chronoamperometry,211,1055.0,0.0,621.87,545749.981225,1mA,OK
Chronoamperometry,212,1060.0,0.0,618.836,548851.746225,1mA,OK
Chronoamperometry,213,1065.0,0.0,618.173,551944.268725,1mA,OK
Chronoamperometry,214,1070.0,0.0,615.708,555028.971225,1mA,OK
Chronoamperometry,215,1075.0,0.0,606.2280000000001,558083.811225,1mA,OK
Chronoamperometry,216,1080.0,0.0,608.598,561120.8762249999,1mA,OK
Chronoamperometry,217,1085.0,0.0,606.5120000000001,564158.6512249999,1mA,OK
Chronoamperometry,218,1090.0,0.0,607.5550000000001,567193.8187249999,1mA,OK
Chronoamperometry,219,1095.0,0.0,566.413,570128.738725,1mA,OK
Chronoamperometry,220,1100.0,0.0,593.146,573027.6362249999,1mA,OK
Chronoamperometry,221,1105.0,0.0,599.308,576008.7712249999,1mA,OK
Chronoamperometry,222,1110.0,0.0,601.773,579011.4737249999,1mA,OK
Chronoamperometry,223,1115.0,0.0,604.427,582026.9737249999,1mA,OK
Chronoamperometry,224,1120.0,0.0,601.014,585040.576225,1mA,OK
Chronoamperometry,225,1125.0,0.0,600.73,588044.936225,1mA,OK
Chronoamperometry,226,1130.0,0.0,603.384,591055.221225,1mA,OK
Chronoamperometry,227,1135.0,0.0,604.237,594074.273725,1mA,OK
Chronoamperometry,228,1140.0,0.0,604.237,597095.458725,1mA,OK
Chronoamperometry,229,1145.0,0.0,603.763,600115.458725,1mA,OK
Chronoamperometry,230,1150.0,0.0,602.436,603130.9562250001,1mA,OK
Chronoamperometry,231,1155.0,0.0,602.247,606142.6637250001,1mA,OK
Chronoamperometry,232,1160.0,0.0,602.815,609155.3187250001,1mA,OK
Chronoamperometry,233,1165.0,0.0,599.8770000000001,612162.0487250001,1mA,OK
Chronoamperometry,234,1170.0,0.0,599.972,615161.6712250002,1mA,OK
Chronoamperometry,235,1175.0,0.0,598.265,618157.2637250002,1mA,OK
Chronoamperometry,236,1180.0,0.0,596.085,621143.1387250002,1mA,OK
Chronoamperometry,237,1185.0,0.0,595.516,624122.1412250001,1mA,OK
Chronoamperometry,238,1190.0,0.0,594.947,627098.2987250001,1mA,OK
Chronoamperometry,239,1195.0,0.0,594.473,630071.8487250002,1mA,OK
Chronoamperometry,240,1200.0,0.0,585.088,633020.7512250001,1mA,OK
Chronoamperometry,241,1205.0,0.0,586.605,635949.9837250002,1mA,OK
Chronoamperometry,242,1210.0,0.0,587.269,638884.6687250002,1mA,OK
Chronoamperometry,243,1215.0,0.0,589.165,641825.7537250002,1mA,OK
Chronoamperometry,244,1220.0,0.0,584.046,644758.7812250002,1mA,OK
Chronoamperometry,245,1225.0,0.0,583.477,647677.5887250002,1mA,OK
Chronoamperometry,246,1230.0,0.0,583.3820000000001,650594.7362250001,1mA,OK
Chronoamperometry,247,1235.0,0.0,583.3820000000001,653511.6462250001,1mA,OK
Chronoamperometry,248,1240.0,0.0,582.718,656426.8962250001,1mA,OK
Chronoamperometry,249,1245.0,0.0,582.339,659339.5387250001,1mA,OK
Chronoamperometry,250,1250.0,0.0,580.917,662247.6787250001,1mA,OK
Chronoamperometry,251,1255.0,0.0,579.306,665148.2362250001,1mA,OK
Chronoamperometry,252,1260.0,0.0,578.168,668041.9212250002,1mA,OK
Chronoamperometry,253,1265.0,0.0,577.789,670931.8137250001,1mA,OK
Chronoamperometry,254,1270.0,0.0,575.703,673815.5437250001,1mA,OK
Chronoamperometry,255,1275.0,0.0,575.324,676693.1112250001,1mA,OK
Chronoamperometry,256,1280.0,0.0,574.471,679567.5987250002,1mA,OK
Chronoamperometry,257,1285.0,0.0,574.092,682439.0062250001,1mA,OK
Chronoamperometry,258,1290.0,0.0,556.839,685266.3337250001,1mA,OK
Chronoamperometry,259,1295.0,0.0,558.45,688054.5562250002,1mA,OK
Chronoamperometry,260,1300.0,0.0,557.881,690845.3837250002,1mA,OK
Chronoamperometry,261,1305.0,0.0,557.5020000000001,693633.8412250002,1mA,OK
Chronoamperometry,262,1310.0,0.0,555.986,696417.5612250002,1mA,OK
Chronoamperometry,263,1315.0,0.0,556.934,699199.8612250002,1mA,OK
Chronoamperometry,264,1320.0,0.0,556.934,701984.5312250003,1mA,OK
Chronoamperometry,265,1325.0,0.0,560.441,704777.9687250003,1mA,OK
Chronoamperometry,266,1330.0,0.0,565.086,707591.7862250003,1mA,OK
Chronoamperometry,267,1335.0,0.0,564.423,710415.5587250002,1mA,OK
Chronoamperometry,268,1340.0,0.0,563.095,713234.3537250003,1mA,OK
Chronoamperometry,269,1345.0,0.0,562.9060000000001,716049.3562250002,1mA,OK
Chronoamperometry,270,1350.0,0.0,562.621,718863.1737250002,1mA,OK
Chronoamperometry,271,1355.0,0.0,560.82,721671.7762250003,1mA,OK
Chronoamperometry,272,1360.0,0.0,559.019,724471.3737250003,1mA,OK
Chronoamperometry,273,1365.0,0.0,551.72,727248.2212250003,1mA,OK
Chronoamperometry,274,1370.0,0.0,554.658,730014.1662250003,1mA,OK
Chronoamperometry,275,1375.0,0.0,555.038,732788.4062250003,1mA,OK
Chronoamperometry,276,1380.0,0.0,554.184,735561.4612250003,1mA,OK
Chronoamperometry,277,1385.0,0.0,552.288,738327.6412250004,1mA,OK
Chronoamperometry,278,1390.0,0.0,549.065,741081.0237250003,1mA,OK
Chronoamperometry,279,1395.0,0.0,550.487,743829.9037250003,1mA,OK
Chronoamperometry,280,1400.0,0.0,548.971,746578.5487250003,1mA,OK
Chronoamperometry,281,1405.0,0.0,548.876,749323.1662250004,1mA,OK
Chronoamperometry,282,1410.0,0.0,547.928,752065.1762250004,1mA,OK
Chronoamperometry,283,1415.0,0.0,547.169,754802.9187250005,1mA,OK
Chronoamperometry,284,1420.0,0.0,543.662,757529.9962250005,1mA,OK
Chronoamperometry,285,1425.0,0.0,544.61,760250.6762250005,1mA,OK
Chronoamperometry,286,1430.0,0.0,544.799,762974.1987250005,1mA,OK
Chronoamperometry,287,1435.0,0.0,544.515,765697.4837250005,1mA,OK
Chronoamperometry,288,1440.0,0.0,543.472,768417.4512250006,1mA,OK
Chronoamperometry,289,1445.0,0.0,543.472,771134.8112250005,1mA,OK
Chronoamperometry,290,1450.0,0.0,541.956,773848.3812250005,1mA,OK
Chronoamperometry,291,1455.0,0.0,541.482,776556.9762250005,1mA,OK
Chronoamperometry,292,1460.0,0.0,539.112,779258.4612250004,1mA,OK
Chronoamperometry,293,1465.0,0.0,539.586,781955.2062250004,1mA,OK
Chronoamperometry,294,1470.0,0.0,539.206,784652.1862250004,1mA,OK
Chronoamperometry,295,1475.0,0.0,539.017,787347.7437250004,1mA,OK
Chronoamperometry,296,1480.0,0.0,538.258,790040.9312250004,1mA,OK
Chronoamperometry,297,1485.0,0.0,538.069,792731.7487250004,1mA,OK
Chronoamperometry,298,1490.0,0.0,537.595,795420.9087250005,1mA,OK
Chronoamperometry,299,1495.0,0.0,537.216,798107.9362250004,1mA,OK
Chronoamperometry,300,1500.0,0.0,536.363,800791.8837250004,1mA,OK
Chronoamperometry,301,1505.0,0.0,536.837,803474.8837250004,1mA,OK
Chronoamperometry,302,1510.0,0.0,535.794,806156.4612250004,1mA,OK
Chronoamperometry,303,1515.0,0.0,535.604,808834.9562250004,1mA,OK
Chronoamperometry,304,1520.0,0.0,535.32,811512.2662250005,1mA,OK
Chronoamperometry,305,1525.0,0.0,533.234,814183.6512250005,1mA,OK
Chronoamperometry,306,1530.0,0.0,530.864,816843.8962250005,1mA,OK
Chronoamperometry,307,1535.0,0.0,530.201,819496.5587250005,1mA,OK
Chronoamperometry,308,1540.0,0.0,530.011,822147.0887250005,1mA,OK
Chronoamperometry,309,1545.0,0.0,527.831,824791.6937250005,1mA,OK
Chronoamperometry,310,1550.0,0.0,526.124,827426.5812250004,1mA,OK
Chronoamperometry,311,1555.0,0.0,524.797,830053.8837250004,1mA,OK
Chronoamperometry,312,1560.0,0.0,524.797,832677.8687250004,1mA,OK
Chronoamperometry,313,1565.0,0.0,524.323,835300.6687250005,1mA,OK
Chronoamperometry,314,1570.0,0.0,524.134,837921.8112250004,1mA,OK
Chronoamperometry,315,1575.0,0.0,524.6080000000001,840543.6662250004,1mA,OK
Chronoamperometry,316,1580.0,0.0,524.418,843166.2312250003,1mA,OK
Chronoamperometry,317,1585.0,0.0,522.427,845783.3437250004,1mA,OK
Chronoamperometry,318,1590.0,0.0,523.375,848397.8487250004,1mA,OK
Chronoamperometry,319,1595.0,0.0,522.806,851013.3012250004,1mA,OK
Chronoamperometry,320,1600.0,0.0,522.143,853625.6737250005,1mA,OK
Chronoamperometry,321,1605.0,0.0,513.99,856216.0062250005,1mA,OK
Chronoamperometry,322,1610.0,0.0,516.8340000000001,858793.0662250005,1mA,OK
Chronoamperometry,323,1615.0,0.0,516.55,861376.5262250005,1mA,OK
Chronoamperometry,324,1620.0,0.0,517.8770000000001,863962.5937250005,1mA,OK
Chronoamperometry,325,1625.0,0.0,517.119,866550.0837250005,1mA,OK
Chronoamperometry,326,1630.0,0.0,520.5310000000001,869144.2087250005,1mA,OK
Chronoamperometry,327,1635.0,0.0,519.489,871744.2587250005,1mA,OK
Chronoamperometry,328,1640.0,0.0,517.024,874335.5412250005,1mA,OK
Chronoamperometry,329,1645.0,0.0,515.318,876916.3962250005,1mA,OK
Chronoamperometry,330,1650.0,0.0,516.455,879495.8287250005,1mA,OK
Chronoamperometry,331,1655.0,0.0,515.5070000000001,882075.7337250005,1mA,OK
Chronoamperometry,332,1660.0,0.0,515.318,884652.7962250005,1mA,OK
Chronoamperometry,333,1665.0,0.0,514.464,887227.2512250005,1mA,OK
Chronoamperometry,334,1670.0,0.0,511.241,889791.5137250004,1mA,OK
Chronoamperometry,335,1675.0,0.0,511.146,892347.4812250005,1mA,OK
Chronoamperometry,336,1680.0,0.0,510.767,894902.2637250004,1mA,OK
Chronoamperometry,337,1685.0,0.0,509.914,897453.9662250004,1mA,OK
Chronoamperometry,338,1690.0,0.0,509.06100000000004,900001.4037250004,1mA,OK
Chronoamperometry,339,1695.0,0.0,509.06100000000004,902546.7087250005,1mA,OK
Chronoamperometry,340,1700.0,0.0,508.492,905090.5912250004,1mA,OK
Chronoamperometry,341,1705.0,0.0,503.183,907619.7787250004,1mA,OK
Chronoamperometry,342,1710.0,0.0,497.022,910120.2912250004,1mA,OK
Chronoamperometry,343,1715.0,0.0,498.159,912608.2437250004,1mA,OK
Chronoamperometry,344,1720.0,0.0,499.771,915103.0687250004,1mA,OK
Chronoamperometry,345,1725.0,0.0,498.349,917598.3687250004,1mA,OK
Chronoamperometry,346,1730.0,0.0,488.395,920065.2287250004,1mA,OK
Chronoamperometry,347,1735.0,0.0,492.187,922516.6837250004,1mA,OK
Chronoamperometry,348,1740.0,0.0,496.168,924987.5712250003,1mA,OK
Chronoamperometry,349,1745.0,0.0,497.401,927471.4937250003,1mA,OK
Chronoamperometry,350,1750.0,0.0,497.211,929958.0237250003,1mA,OK
Chronoamperometry,351,1755.0,0.0,497.49600000000004,932444.7912250003,1mA,OK
Chronoamperometry,352,1760.0,0.0,492.945,934920.8937250003,1mA,OK
Chronoamperometry,353,1765.0,0.0,493.704,937387.5162250004,1mA,OK
Chronoamperometry,354,1770.0,0.0,493.704,939856.0362250004,1mA,OK
Chronoamperometry,355,1775.0,0.0,492.945,942322.6587250005,1mA,OK
